idx1,idx2,similarity,nama_1,nama_2
0,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
0,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
0,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
0,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
0,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
1,2411,0.8025786625932425,Belanja Perjalanan Dinas Biasa - laporan keuangan,Belanja Perjalanan Dinas Biasa - Reviu Laporan Keuangan
6,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
6,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
6,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
6,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
6,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
7,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
7,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
7,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
7,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
7,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
9,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
9,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
9,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
9,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
9,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
10,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
10,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
10,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
10,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
10,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
11,2869,1.0,Belanja perjalanan dinas paket meeting luar kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
11,2372,1.0,Belanja perjalanan dinas paket meeting luar kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
11,1195,1.0,Belanja perjalanan dinas paket meeting luar kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
11,1149,1.0,Belanja perjalanan dinas paket meeting luar kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
11,2389,1.0,Belanja perjalanan dinas paket meeting luar kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
13,359,0.9349386442969595,Belanja Perjalanan Dinas Biasa sub kegiatan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,Belanja Perjalanan Dinas Biasa Pada Sub Kegiatan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD
13,1521,0.9349386442969595,Belanja Perjalanan Dinas Biasa sub kegiatan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,Belanja Perjalanan Dinas Biasa - Pada Sub Kegiatan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD
13,2850,0.9306961265213232,Belanja Perjalanan Dinas Biasa sub kegiatan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,"Penyelenggaraan Perjalanan Dinas Kegiatan, Rapat Koordinasi dan Konsultasi SKPD"
13,2398,0.8864384100544187,Belanja Perjalanan Dinas Biasa sub kegiatan Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,Belanja Perjalanan Dinas Biasa Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD
14,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
14,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
14,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
14,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
14,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
15,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
15,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
15,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
15,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
15,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
16,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
16,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
16,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
16,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
16,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
17,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
17,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
17,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
17,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
17,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
18,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
18,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
18,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
18,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
18,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
20,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
20,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
20,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
20,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
20,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
21,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
21,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
21,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
21,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
21,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
22,2334,0.8073970807710833,Belanja Perjalanan Dinas Biasa Kebijakan Kesejahteraan Rakyat Bidang Sosial,Belanja Perjalanan Dinas Biasa Kebijakan Kesejahteraan Rakyat Bidang Pendidikan
23,2869,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
23,2372,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
23,1195,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
23,1149,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
23,2389,1.0,Belanja Perjalanan Dinas Paket Meeting Luar Kota,Belanja Perjalanan Dinas Paket Meeting Luar Kota
24,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
24,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
24,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
24,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
24,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
25,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
25,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
25,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
25,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
25,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
26,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
26,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
26,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
26,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
26,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
27,1145,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
27,1147,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
27,1144,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
27,1141,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
27,1148,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
28,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
28,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
28,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
28,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
28,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
29,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
29,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
29,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
29,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
29,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
30,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
30,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
30,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
30,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
30,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
31,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
31,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
31,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
31,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
31,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
32,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
32,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
32,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
32,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
32,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
33,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
33,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
33,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
33,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
33,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
34,2352,0.804487223530123,Belanja Perjalanan Dinas Paket Meeting Dalam Kota (Penyusunan Dokumen Perencanaan),Belanja Perjalanan Dinas Paket Meeting Dalam Kota (Penyusunan Dokumen Monev)
35,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
35,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
35,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
35,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
35,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
36,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
36,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
36,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
36,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
36,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
37,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
37,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
37,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
37,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
37,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
38,2957,0.917366214771592,Belanja Perjalanan Dinas Biasa - Koordinasi Penyusunan Dokumen Perencanaan,Belanja Perjalanan Dinas Biasa (Penyusunan Dokumen Perencanaan)
39,2300,0.960885330538586,Belanja Perjalanan Dinas Biasa - perjalanan dinas,Belanja Perjalanan Dinas Biasa - Perjalanan Dinas Biasa
39,860,0.9571314899610943,Belanja Perjalanan Dinas Biasa - perjalanan dinas,Belanja Perjalanan Dinas Biasa - Dinas
39,1247,0.9571314899610943,Belanja Perjalanan Dinas Biasa - perjalanan dinas,Belanja Perjalanan Dinas Biasa - Dinas
39,1699,0.9467893650568492,Belanja Perjalanan Dinas Biasa - perjalanan dinas,Belanja Perjalanan Dinas Biasa
46,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
46,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
46,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
46,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
46,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
48,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
48,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
48,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
48,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
48,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
49,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
49,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
49,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
49,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
49,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
53,1698,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa
53,1696,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa
53,1699,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa
53,1701,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa
53,1697,1.0,Belanja perjalanan dinas biasa,Belanja Perjalanan Dinas Biasa
54,1200,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
54,83,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
54,1182,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
54,2374,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara
55,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
55,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
55,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
55,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
55,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
56,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
56,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
56,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
56,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
56,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
57,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
57,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
57,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
57,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
57,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
58,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
58,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
58,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
58,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
58,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
59,2470,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa
59,2273,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa
59,2340,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa
59,2932,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa
59,2672,1.0,Perjalanan Dinas Biasa,Perjalanan Dinas Biasa
60,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
60,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
60,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
60,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
60,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
61,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
61,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
61,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
61,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
61,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
66,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
66,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
66,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
66,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
66,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
67,2474,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),Belanja Perjalanan Dinas Biasa (Cabang Dinas IV)
67,99,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),Belanja Perjalanan Dinas Biasa (Cabang Dinas IV)
67,2213,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),Belanja Perjalanan Dinas Biasa (Cabang Dinas IV)
67,2214,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),Belanja Perjalanan Dinas Biasa (Cabang Dinas IV)
68,2371,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas V)
68,2989,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas V)
68,2370,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas V)
68,2210,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas I)
68,2922,1.0,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),Belanja Perjalanan Dinas Biasa (Cabang Dinas I)
69,2938,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
69,1128,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
69,2555,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
69,2532,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
69,2278,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
71,1145,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
71,1147,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
71,1144,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
71,1141,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
71,1148,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
72,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
72,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
72,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
72,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
72,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
73,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
73,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
73,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
73,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
73,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
74,2938,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
74,1128,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
74,2555,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
74,2532,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
74,2278,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
75,2938,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
75,1128,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
75,2555,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
75,2532,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
75,2278,1.0,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,Belanja Perjalanan Dinas Paket Meeting Dalam Kota
76,2800,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas
76,2238,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas
76,2652,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas
76,2840,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas
76,2651,1.0,Belanja Perjalanan Dinas,Belanja Perjalanan Dinas
77,1145,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
77,1147,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
77,1144,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
77,1141,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
77,1148,1.0,Belanja Perjalanan Dinas Dalam Kota,Belanja Perjalanan Dinas Dalam Kota
78,1698,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
78,1696,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
78,1699,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
78,1701,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
78,1697,1.0,Belanja Perjalanan Dinas Biasa,Belanja Perjalanan Dinas Biasa
81,1199,1.0,Uang Harian Perjalanan Dinas Dalam Negeri - Dalam Kota -  Sumatera Utara,Uang Harian Perjalanan Dinas Dalam Negeri - Dalam Kota -  Sumatera Utara
